flowLength,duration,accessFreq,risk_level
307,0,5381,低风险
316,0,1373,低风险
243,0,1973,低风险
9198,0,0,低风险
46,0,73,低风险
316,0,9737,低风险
241,0,668,低风险
340,0,283,低风险
297,0,1468,低风险
190,0,170,低风险
15876,0,0,低风险
222,0,1273,低风险
324,0,9572,低风险
295,0,955,低风险
889,46,558164,低风险
147,12202,105,低风险
903,15,388,低风险
241,0,36362,低风险
209,0,2894,低风险
493,0,3294,低风险
289,0,3780,低风险
3245,0,399,低风险
0,0,0,低风险
326,0,1639,低风险
216,0,2317,低风险
111,14,36,低风险
242,0,3008,低风险
0,0,0,低风险
44,0,110,低风险
292,0,10180,低风险
364,0,471,低风险
46,0,46,低风险
1346,1,329,低风险
216,0,294,低风险
137,81,4101,低风险
311,0,488,低风险
112,0,46,低风险
285,0,710,低风险
516,0,0,低风险
223,0,482,低风险
320,0,4760,低风险
0,0,0,低风险
147,0,0,低风险
1874,0,0,低风险
44,0,130,低风险
904,20,330,低风险
992,0,329,低风险
48,0,487,低风险
1206,2,334,低风险
977,0,333,低风险
296,0,1518,低风险
204,0,13599,低风险
1102,1,335,低风险
146,4610,105,低风险
44,0,138,低风险
331,0,2518,低风险
266,0,1963,低风险
309,0,1949,低风险
1191,0,3023,低风险
329,0,3290,低风险
227,0,318,低风险
4539,0,0,低风险
231,0,4267,低风险
4753,0,0,低风险
1273,3,333,低风险
567,0,0,低风险
226,0,2663,低风险
146,3949,105,低风险
146,12571,105,低风险
147,1525,105,低风险
271,0,583,低风险
296,0,5971,低风险
192,0,0,低风险
315,0,663,低风险
216,0,3024,低风险
43,0,43,低风险
288,0,4962,低风险
224,0,2222,低风险
1361,0,489,低风险
356,0,1125,低风险
944,0,332,低风险
122,1,232,低风险
191,0,2536,低风险
45,0,70,低风险
0,0,0,低风险
304,0,3222,低风险
148,0,35147,低风险
298,0,356,低风险
0,0,0,低风险
182,0,1805,低风险
168,0,3030,低风险
191,0,2241,低风险
363,0,345,低风险
296,0,1518,低风险
234,0,34237,低风险
842,0,334,低风险
211,0,480,低风险
12715,15,1459,低风险
369,0,6193,低风险
0,0,6361,低风险
351,0,310,低风险
192,0,4500,低风险
929,1,333,低风险
217,0,1893,低风险
271,0,823,低风险
224,0,2183,低风险
147,9505,105,低风险
217,0,1324,低风险
313,0,9204,低风险
307,0,12304,低风险
44,0,44,低风险
331,0,1187,低风险
2004,5,403,低风险
145,3209,105,低风险
200,0,402,低风险
1316,0,332,低风险
209,0,2071,低风险
3450,2,337,低风险
45,0,73,低风险
317,0,667,低风险
2194619,2,0,低风险
988,1,334,低风险
243,0,261,低风险
324,0,1299,低风险
191,0,511,低风险
238,0,318,低风险
1304,2,330,低风险
320,0,6396,低风险
0,0,0,低风险
0,0,0,低风险
342,0,8243,低风险
199,0,770,低风险
254,0,1419,低风险
0,0,0,低风险
45,0,109,低风险
0,0,0,低风险
44,0,110,低风险
1519,27,4152,低风险
200,0,955,低风险
105,0,0,低风险
220,0,3410,低风险
146,6214,105,低风险
233,0,4296,低风险
159,0,347,低风险
92,36,36,低风险
45,0,132,低风险
224,0,1918,低风险
224,0,3012,低风险
159,0,9569,低风险
298,0,1709,低风险
1762,0,331,低风险
44,0,78,低风险
314,0,868,低风险
229,0,2658,低风险
12324,0,0,低风险
13,0,0,低风险
217,0,1035,低风险
246,0,1903,低风险
3775,0,0,低风险
208,0,1645,低风险
59,0,0,低风险
218,0,6329,低风险
1465,9,365,低风险
170,0,37014,低风险
195,0,1993,低风险
224,0,3462,低风险
43,0,116,低风险
293,0,2486,低风险
335,0,383,低风险
567,0,0,低风险
46,0,142,低风险
44,0,73,低风险
46,0,46,低风险
231,0,2565,低风险
193,0,7355,低风险
44,0,100,低风险
292,0,2159,低风险
313,0,267,低风险
187,0,590,低风险
274,0,1836,低风险
310,0,3222,低风险
181,0,0,低风险
254,0,791,低风险
325,0,673,低风险
328,0,1197,低风险
44,0,135,低风险
301,0,5831,低风险
220,0,4556,低风险
359,0,2282,低风险
323,0,1056,低风险
147,9838,105,低风险
44,0,77,低风险
979,0,329,低风险
45,0,132,低风险
1490,0,331,低风险
35,0,35,低风险
188,0,1364,低风险
5891,0,0,低风险
209,0,1155,低风险
190,0,8654,低风险
252,0,2795,低风险
12,0,0,低风险
222,0,488,低风险
218,0,9284,低风险
30,0,0,低风险
316,0,354,低风险
215,0,956,低风险
310,0,924,低风险
368,0,1856,低风险
0,0,0,低风险
295,0,8091,低风险
280,0,18968,低风险
42,0,42,低风险
161,0,760,低风险
165,0,175,低风险
216,0,3270,低风险
228,0,397,低风险
311,0,1426,低风险
325,0,741,低风险
364,0,513,低风险
234,0,1410,低风险
211,0,1842,低风险
755,0,327,低风险
344,0,3123,低风险
1055,0,331,低风险
317,0,315,低风险
45,0,81,低风险
326,0,2659,低风险
666,0,328,低风险
300,0,1444,低风险
2491,0,489,低风险
244,0,370,低风险
2544,8,333,低风险
3475,0,0,低风险
235,0,3913,低风险
147,4816,105,低风险
1645,1,332,低风险
236,0,285,低风险
46,0,46,低风险
525,8,335,低风险
12,0,0,低风险
292,0,14949,低风险
315,0,2777,低风险
6932,0,0,低风险
200,0,2224,低风险
2099,0,368,低风险
501760,0,0,低风险
696,1,363,低风险
305,0,2698,低风险
0,2,4,低风险
147,4115,105,低风险
343,0,2445,低风险
0,0,0,低风险
19,0,0,低风险
105,0,0,低风险
2361,0,328,低风险
340,0,805,低风险
337,0,942,低风险
230,24,767,低风险
199,0,530,低风险
3468,0,0,低风险
46,0,46,低风险
192,0,10723,低风险
212,0,11836,低风险
30,0,0,低风险
44,0,44,低风险
228,0,3749,低风险
264,0,481,低风险
206,0,285,低风险
105,0,145,低风险
740,0,0,低风险
205,0,248,低风险
281,0,1976,低风险
105,0,146,低风险
323,0,1680,低风险
189,0,15028,低风险
0,0,0,低风险
217,0,6464,低风险
357,0,1266,低风险
0,0,0,低风险
1046,0,333,低风险
95,0,0,低风险
2194619,4,0,低风险
186,0,2958,低风险
217,0,4459,低风险
200,0,253,低风险
296,0,18046,低风险
13549,1,1858,低风险
294,0,454,低风险
357,0,2333,低风险
252,0,0,低风险
229,0,1070,低风险
213,0,22841,低风险
324,0,4041,低风险
147,0,0,低风险
42,0,72,低风险
286,0,1415,低风险
235,0,370,低风险
147,0,0,低风险
241,0,429,低风险
343,0,11202,低风险
2162,0,334,低风险
245,0,266,低风险
286,0,1267,低风险
287,0,74301,低风险
2232,0,334,低风险
315,0,181,低风险
1701,1,328,低风险
312,0,2288,低风险
146,0,423,低风险
205,0,882,低风险
340,0,698,低风险
0,0,0,低风险
211,0,2530,低风险
383,0,0,低风险
209,0,1800,低风险
105,10,147,低风险
230,0,21240,低风险
211,0,1845,低风险
229,0,5105,低风险
1484,27,4152,低风险
848,0,329,低风险
147,12202,105,低风险
159,0,9569,低风险
1363,0,0,低风险
210,0,3754,低风险
44,0,74,低风险
567,0,0,低风险
296,0,11753,低风险
46,0,46,低风险
245,0,406,低风险
204,0,377,低风险
247,0,9324,低风险
198,0,260,低风险
224,0,919,低风险
337,0,1893,低风险
6601,0,0,低风险
37,0,0,低风险
250,0,531,低风险
212,0,5723,低风险
0,0,0,低风险
322,0,4137,低风险
45,0,75,低风险
44,0,72,低风险
209,0,1965,低风险
13108,46,1381,低风险
44,0,156,低风险
202,0,1320,低风险
159,0,0,低风险
740,0,0,低风险
263,0,3253,低风险
307,0,1109,低风险
45,0,125,低风险
146,5749,105,低风险
253,0,453,低风险
43,0,126,低风险
194,0,0,低风险
2493,0,328,低风险
263,0,1630,低风险
312,0,30739,低风险
33,0,0,低风险
0,0,0,低风险
294,0,478,低风险
206,0,14927,低风险
607,0,0,低风险
212,0,313,低风险
105,0,0,低风险
253,0,939,低风险
342,0,327,低风险
334,0,1320,低风险
331,0,6162,低风险
3468,0,0,低风险
640,1,340,低风险
1519900,638,410092,低风险
1085,5,328,低风险
141,0,40380,低风险
304,0,784,低风险
227,0,2445,低风险
309,0,534,低风险
257,0,15697,低风险
44,0,71,低风险
35195,0,0,低风险
45,0,45,低风险
2056,0,0,低风险
1304,2,330,低风险
225,0,17,低风险
4657,0,334,低风险
44,0,128,低风险
930,0,333,低风险
181,0,14276,低风险
312,0,1373,低风险
0,0,0,低风险
186,0,4841,低风险
147,0,0,低风险
146,0,0,低风险
192,0,0,低风险
35,0,35,低风险
147,0,0,低风险
244,0,198,低风险
274,0,12922,低风险
287,0,269,低风险
729,0,333,低风险
228,0,6068,低风险
234,0,685,低风险
45,0,111,低风险
196,0,391,低风险
326,22,1054,低风险
105,0,146,低风险
1361,0,489,低风险
1000,4814,5740,低风险
1121,9114,7999,低风险
44,0,44,低风险
217,0,1903,低风险
250,0,1155,低风险
259,0,0,低风险
231,0,1287,低风险
48,0,473,低风险
516,0,4,低风险
233,0,1075,低风险
323,0,2052,低风险
175,0,497,低风险
0,0,0,低风险
318,22,1054,低风险
45,0,124,低风险
283,0,7313,低风险
0,0,0,低风险
227,0,484,低风险
216,0,3166,低风险
229,0,1107,低风险
1470,0,0,低风险
44,0,69,低风险
146,2230,105,低风险
260,0,4428,低风险
227,0,1317,低风险
164,0,30881,低风险
42,4,42,低风险
105,0,145,低风险
1188,0,333,低风险
283,0,7313,低风险
11895,5,1359,低风险
299,0,305,低风险
2602,1,330,低风险
214,0,1047,低风险
44,0,132,低风险
298,0,3579,低风险
46,0,138,低风险
171,0,7280,低风险
748,0,0,低风险
105,0,0,低风险
30,0,0,低风险
4539,0,0,低风险
17,0,17,低风险
3676,0,0,低风险
337,0,703,低风险
190,0,622,低风险
230,0,857,低风险
45,0,45,低风险
8737,0,0,低风险
45,0,135,低风险
300,0,22055,低风险
516,0,4,低风险
46,0,46,低风险
258,0,9720,低风险
294,0,832,低风险
219,0,1042,低风险
217,0,1042,低风险
2890,0,0,低风险
42,0,42,低风险
1538,28,4152,低风险
46,0,133,低风险
147,0,16060,低风险
516,0,4,低风险
43,0,43,低风险
312,0,3040,低风险
147,0,0,低风险
1119,4,329,低风险
298,0,290,低风险
164,0,9785,低风险
291,0,4858,低风险
214,0,313,低风险
1049,0,326,低风险
45,0,129,低风险
256,0,791,低风险
246,0,728,低风险
327,0,310,低风险
1490,27,4152,低风险
309,0,7732,低风险
190,0,2165,低风险
274,0,2920,低风险
364,0,236,低风险
337,0,3360,低风险
290,0,37009,低风险
224,0,3867,低风险
237,0,394,低风险
113,0,0,低风险
5929,0,0,低风险
212,0,418,低风险
374,0,3796,低风险
276,0,0,低风险
1247,0,365,低风险
233,0,31639,低风险
516,0,4,低风险
334,0,617,低风险
324,0,431,低风险
30,0,0,低风险
288,0,3193,低风险
331,0,924,低风险
516,0,4,低风险
44,0,44,低风险
374,0,0,低风险
102,20,1341,低风险
236,0,3222,低风险
0,0,0,低风险
151,0,0,低风险
105,0,147,低风险
339,0,19790,低风险
216,0,594,低风险
516,0,4,低风险
9,0,147,低风险
854,0,0,低风险
266,0,1646,低风险
45,0,128,低风险
148,0,13023,低风险
296,0,1415,低风险
317,0,2186,低风险
216,0,7384,低风险
235,0,22150,低风险
1500,27,4152,低风险
45,0,75,低风险
215,0,1469,低风险
307,0,2769,低风险
383,0,0,低风险
316,0,354,低风险
249,0,484,低风险
211,0,2251,低风险
207,0,10399,低风险
282,0,51974,低风险
367,0,2906,低风险
44,0,44,低风险
262,0,2539,低风险
211,0,2156,低风险
224,0,260,低风险
226,0,651,低风险
848,0,332,低风险
291,0,1349,低风险
1005,0,336,低风险
145,89,105,低风险
209,0,957,低风险
42,0,127,低风险
314,0,455,低风险
146,815,105,低风险
327,0,7156,低风险
78,0,0,低风险
105,0,145,低风险
8,0,147,低风险
1174,0,329,低风险
587,727,18961,低风险
228,0,302,低风险
253,0,1396,低风险
276,0,0,低风险
235,0,19714,低风险
45,0,136,低风险
217,0,1379,低风险
59,0,0,低风险
202,0,674,低风险
249,0,1154,低风险
200,0,468,低风险
216,0,7103,低风险
383,0,0,低风险
304,0,753,低风险
307,0,2360,低风险
212,0,6134,低风险
0,0,0,低风险
1189,5,390,低风险
310,0,3222,低风险
210,0,305,低风险
78,0,0,低风险
248,0,789,低风险
103,7,2853,低风险
343,0,6901,低风险
45,0,134,低风险
2780,0,339,低风险
34,0,0,低风险
147,5831,105,低风险
299,0,266,低风险
0,0,0,低风险
501760,0,0,低风险
34,0,34,低风险
45,0,130,低风险
12,0,0,低风险
0,0,0,低风险
147,0,0,低风险
44,0,44,低风险
229,0,684,低风险
42,0,128,低风险
201,0,7980,低风险
210,0,2322,低风险
146,1530,105,低风险
748,0,0,低风险
44,0,133,低风险
2265,0,387,低风险
43,0,43,低风险
220,0,1109,低风险
1506,28,4152,低风险
296,0,422,低风险
10044,0,0,低风险
205,159,308,低风险
146,2585,105,低风险
235,0,1889,低风险
12286,0,0,低风险
0,0,0,低风险
183,0,0,低风险
173,0,25660,低风险
215,0,602,低风险
330,0,6758,低风险
216,0,2658,低风险
0,0,0,低风险
286,0,21900,低风险
306,0,491,低风险
146,2355,105,低风险
1348,1,331,低风险
44,0,133,低风险
230,0,52465,低风险
348,0,1322,低风险
276,0,308,低风险
45,0,111,低风险
42,0,108,低风险
240,0,866,低风险
209,0,1863,低风险
231,0,417,低风险
299,0,181,低风险
45,0,106,低风险
13891,1,328,低风险
225,0,1425,低风险
105,0,147,低风险
491,0,0,低风险
244,0,1088,低风险
758,0,330,低风险
9,0,141,低风险
233,0,1749,低风险
310,0,2730,低风险
337,0,942,低风险
198,0,181,低风险
567,0,0,低风险
45,0,71,低风险
324,0,185,低风险
231,0,2565,低风险
207,0,306,低风险
229,0,900,低风险
303,0,2516,低风险
225,0,4359,低风险
309,0,10378,低风险
1338,0,367,低风险
233,0,293,低风险
313,0,2033,低风险
328,0,1912,低风险
201,0,7980,低风险
128,0,44,低风险
312,0,3325,低风险
215,0,52248,低风险
553,0,327,低风险
146,2532,105,低风险
317,0,2075,低风险
259,0,115374,低风险
45,0,77,低风险
241,0,13345,低风险
293,0,1257,低风险
299,0,1046,低风险
845,0,328,低风险
383,0,0,低风险
212,0,1709,低风险
255,0,310,低风险
46,0,129,低风险
221,0,511,低风险
163,0,30042,低风险
1286,0,327,低风险
4316,0,0,低风险
244,0,454,低风险
373,0,0,低风险
231,0,2304,低风险
30,0,0,低风险
125,0,235,低风险
320,0,1737,低风险
209,0,1820,低风险
270,0,1074,低风险
1647,0,384,低风险
235,0,4097,低风险
45,0,142,低风险
0,0,0,低风险
147,0,0,低风险
146,3469,105,低风险
11324,10,1551,低风险
233,0,891,低风险
230,0,362,低风险
227,0,484,低风险
44,0,130,低风险
1111,0,331,低风险
289,0,765,低风险
12191,15,1409,低风险
43,0,43,低风险
218,0,983,低风险
5336,0,0,低风险
46,28,46,低风险
42,0,42,低风险
226,0,4512,低风险
396,0,4037,低风险
295,0,471,低风险
42,0,72,低风险
226,0,12884,低风险
501760,0,0,低风险
211,0,365,低风险
159,0,347,低风险
95,5,36,低风险
241,0,36362,低风险
2613,3,373,低风险
329,0,15337,低风险
4998,3,416,低风险
3555,16754,198172,低风险
43,0,128,低风险
1302,0,334,低风险
4539,0,0,低风险
212,0,11193,低风险
316,0,3605,低风险
1357,9,406,低风险
207,0,10679,低风险
224,0,1918,低风险
44,0,44,低风险
44,0,133,低风险
30,0,90,低风险
241,0,256,低风险
46,0,76,低风险
0,0,0,低风险
1874,0,0,低风险
1239,0,400,低风险
306,0,304,低风险
954,13,328,低风险
243,0,1973,低风险
201,0,1648,低风险
105,0,147,低风险
44,0,132,低风险
24440,0,0,低风险
311,0,8004,低风险
383,0,0,低风险
281,0,744,低风险
279,0,10726,低风险
45,0,131,低风险
222,0,1651,低风险
165,0,16129,低风险
1566,0,385,低风险
5929,0,0,低风险
308,0,774,低风险
145,3409,105,低风险
260,0,389,低风险
2552,8,330,低风险
291,0,833,低风险
189,0,3133,低风险
11396,0,1428,低风险
1376,15,332,低风险
146,19759,105,低风险
216,0,2526,低风险
323,0,188,低风险
2297,0,336,低风险
0,0,0,低风险
1066,0,481,低风险
44,0,69,低风险
147,18888,105,低风险
4316,0,0,低风险
45,0,80,低风险
306,0,2239,低风险
303,0,312,低风险
309,0,10378,低风险
248,0,2313,低风险
110,41,9225,低风险
45,0,70,低风险
279,0,294,低风险
0,0,0,低风险
204768,0,332,低风险
213,0,1211,低风险
147,3584,105,低风险
297,0,508,低风险
45,0,75,低风险
189,0,277,低风险
324,0,1249,低风险
46,0,134,低风险
301,0,1779,低风险
2201,0,325,低风险
30,0,0,低风险
308,0,5975,低风险
236,0,770,低风险
986,0,368,低风险
162,0,10384,低风险
209,0,2300,低风险
45,0,73,低风险
308,0,1075,低风险
260,0,1596,低风险
331,0,1907,低风险
189,0,18004,低风险
241,0,658,低风险
195,0,2150,低风险
293,0,185,低风险
47,0,283,低风险
848,0,332,低风险
8,0,138,低风险
45,0,83,低风险
879,0,0,低风险
329,0,3308,低风险
244,0,268,低风险
226,0,7303,低风险
854,0,0,低风险
302,0,3909,低风险
307,0,321,低风险
194,0,11593,低风险
46,0,82,低风险
295,0,526,低风险
147,1985,105,低风险
9,15,37,低风险
192,0,0,低风险
279,0,3018,低风险
0,0,0,低风险
1392,1,335,低风险
147,261,105,低风险
185,0,25618,低风险
78,0,0,低风险
222,0,1295,低风险
229,0,479,低风险
24,0,77,低风险
211,0,2156,低风险
252,4,273544,低风险
303,0,2495,低风险
220,0,1753,低风险
1109,0,0,低风险
211,0,811,低风险
44,0,81,低风险
303,0,2022,低风险
156,0,5430,低风险
1954,2,335,低风险
0,0,0,低风险
207,0,2596,低风险
1451,0,373,低风险
105,0,146,低风险
286,0,4220,低风险
227,0,349,低风险
182,0,1805,低风险
147,2115,105,低风险
2353,4,328,低风险
105,1,147,低风险
319,0,943,低风险
709,0,384,低风险
185,0,8188,低风险
43,0,70,低风险
44,0,137,低风险
10,0,37,低风险
272,0,3373,低风险
238,0,397,低风险
233,0,7355,低风险
146,0,20006,低风险
3617,1,282,低风险
48,25,42,低风险
218,0,3089,低风险
0,0,0,低风险
894,1,330,低风险
374,0,0,低风险
209,0,1965,低风险
145,0,4788,低风险
146,0,15634,低风险
244,0,5637,低风险
239,0,8317,低风险
17,0,70,低风险
326,0,12944,低风险
3572,15,329,低风险
3690,0,0,低风险
242,0,3248,低风险
212,0,253,低风险
44,0,130,低风险
180,0,175,低风险
235,0,2251,低风险
438,0,3110,低风险
323,0,608,低风险
308,0,10706,低风险
159,0,21375,低风险
291,0,762,低风险
1392,1,335,低风险
43,0,133,低风险
43,0,125,低风险
9,0,285,低风险
1809,0,325,低风险
44,0,132,低风险
309,0,3511,低风险
302,0,572,低风险
162,0,8378,低风险
206,0,1849,低风险
194,0,15965,低风险
227,0,11564,低风险
35,0,51,低风险
45,0,114,低风险
16787,0,0,低风险
45,0,84,低风险
749,0,0,低风险
331,0,6162,低风险
313,0,2698,低风险
233,0,1749,低风险
32,0,92,低风险
45,0,45,低风险
1419,0,24871,低风险
44,0,44,低风险
312,0,6107,低风险
2652,0,337,低风险
0,0,0,低风险
364,0,513,低风险
264,0,295,低风险
334,0,3751,低风险
209,202,1824,低风险
324,0,2309,低风险
316,0,293,低风险
272,0,4201,低风险
323,0,1928,低风险
0,0,0,低风险
299,0,2452,低风险
6601,0,0,低风险
43,0,43,低风险
215,0,2528,低风险
954,0,326,低风险
304,0,2785,低风险
1,0,4,低风险
52,1,1565,低风险
584,0,327,低风险
308,0,1380,低风险
205,0,10044,低风险
273,0,5189,低风险
172,0,2595,低风险
288,0,2506,低风险
282,0,8544,低风险
228,0,1112,低风险
46,0,138,低风险
181,0,12835,低风险
0,0,0,低风险
243,0,714,低风险
2873,0,330,低风险
250,0,293,低风险
12778,27,1396,低风险
218,0,1785,低风险
1681,0,375,低风险
317,0,1927,低风险
1759,1,334,低风险
46,0,135,低风险
235,0,654,低风险
385,0,361,低风险
325,0,13391,低风险
642,1,331,低风险
46,0,134,低风险
30,0,0,低风险
11935,23,1384,低风险
172,0,1138,低风险
383,0,0,低风险
314,0,1410,低风险
230,0,1380,低风险
45,0,45,低风险
0,0,0,低风险
195,0,254,低风险
293,0,25672,低风险
219,0,788,低风险
705,0,330,低风险
17086,4,340,低风险
217,0,1371,低风险
255,0,950,低风险
1342,0,331,低风险
105,0,146,低风险
43,0,125,低风险
44,0,137,低风险
197,0,7712,低风险
324,0,1668,低风险
192,0,758,低风险
344,0,5378,低风险
146,0,0,低风险
287,0,74301,低风险
7077,0,0,低风险
202,0,983,低风险
147,2269,105,低风险
0,0,0,低风险
45,0,111,低风险
158,0,26866,低风险
200,0,253,低风险
218,0,904,低风险
289,0,761,低风险
207,0,626,低风险
243,0,1012,低风险
44,0,136,低风险
198,0,3534,低风险
45,0,133,低风险
0,0,0,低风险
236,0,324,低风险
10,0,36,低风险
1009,0,327,低风险
1570,14,332,低风险
44,0,133,低风险
928,1,363,低风险
146,4280,105,低风险
252,0,8260,低风险
258,0,1012,低风险
215,0,1469,低风险
0,0,0,低风险
219,0,935,低风险
147,2639,105,低风险
216,0,16904,低风险
2261,20,332,低风险
55,7,170,低风险
225,0,702,低风险
213,0,1752,低风险
30,0,0,低风险
317,0,17733,低风险
344,0,573,低风险
305,0,759,低风险
516,0,4,低风险
308,0,1380,低风险
295,0,7412,低风险
230,0,24647,低风险
0,0,0,低风险
300,0,1400,低风险
1031,1,391,低风险
161,0,6684,低风险
46,0,81,低风险
187,0,14664,低风险
199,0,461,低风险
178,0,3118,低风险
210,0,310,低风险
104,0,0,低风险
3909,0,0,低风险
147,2775,105,低风险
46,0,46,低风险
44,0,133,低风险
36,0,101,低风险
1503,32,4152,低风险
265,0,260,低风险
46,0,143,低风险
257,0,675,低风险
143,0,9578,低风险
2704,0,281,低风险
2194620,2,0,低风险
30,0,0,低风险
30,0,0,低风险
214,0,1533,低风险
43,0,0,低风险
42,0,131,低风险
227,0,484,低风险
109,14,45,低风险
666,0,328,低风险
743,0,333,低风险
227,0,24786,低风险
105,0,145,低风险
2890,0,0,低风险
45,0,126,低风险
198,0,3487,低风险
173,0,25660,低风险
330,0,634,低风险
167,0,3370,低风险
239,0,3222,低风险
0,0,0,低风险
190,0,365,低风险
220,0,253,低风险
48,0,48,低风险
322,0,1694,低风险
295,0,2531,低风险
215,0,626,低风险
1299,6,389,低风险
884,0,0,低风险
223,0,2137,低风险
224,0,994,低风险
219,0,17540,低风险
0,0,0,低风险
44,0,44,低风险
333,0,2346,低风险
46,0,75,低风险
289,0,761,低风险
43,0,121,低风险
289,0,1719,低风险
147,5385,105,低风险
210,0,2942,低风险
748,0,0,低风险
227,0,762,低风险
0,0,0,低风险
3001,0,640,低风险
10389,0,0,低风险
322,0,258,低风险
12286,0,0,低风险
350,421,128,低风险
218,0,928,低风险
232,0,14236,低风险
226,0,519,低风险
4657,0,334,低风险
328,0,405,低风险
251,0,5199,低风险
641,0,0,低风险
222,0,3380,低风险
8812,0,372,低风险
248,0,373,低风险
147,7025,105,低风险
208,0,6428,低风险
334,0,1394,低风险
228,0,766,低风险
0,0,0,低风险
253,0,370,低风险
43,0,107,低风险
641,0,0,低风险
749,0,330,低风险
48,0,48,低风险
44,0,110,低风险
64,0,0,低风险
154,0,19175,低风险
195,0,8484,低风险
1162,0,328,低风险
1331,0,331,低风险
183,0,0,低风险
45,0,45,低风险
1647,0,336,低风险
1459,1,325,低风险
634,666,20143,低风险
42,0,42,低风险
1189,5,390,低风险
228,0,8539,低风险
46,0,46,低风险
5319,0,0,低风险
45,0,45,低风险
3468,0,0,低风险
0,0,0,低风险
1302,3,337,低风险
320,0,308,低风险
18,0,0,低风险
257,0,1650,低风险
1179,29,328,低风险
267,0,666,低风险
44,0,127,低风险
231,0,1225,低风险
0,0,0,低风险
1505,3,336,低风险
273,0,4471,低风险
1051,28,3081,低风险
2511,2,332,低风险
229,0,280,低风险
330,0,914,低风险
271,0,732,低风险
271,0,389,低风险
216,0,6329,低风险
245,0,9165,低风险
369,0,7931,低风险
190,0,29363,低风险
286,0,4673,低风险
0,0,0,低风险
314,0,2387,低风险
46,0,138,低风险
278,0,708,低风险
0,0,0,低风险
1499,35,4152,低风险
227,0,654,低风险
236,0,0,低风险
46,0,76,低风险
236,0,3222,低风险
311,0,248,低风险
246,0,692,低风险
318,0,1861,低风险
286,0,13635,低风险
217,0,6763,低风险
0,0,0,低风险
46,0,46,低风险
78,0,0,低风险
46,0,138,低风险
45,0,73,低风险
207,0,342,低风险
33,0,0,低风险
331,0,1047,低风险
146,11481,105,低风险
305,0,4978,低风险
1560,28,4152,低风险
359,0,2118,低风险
11,0,0,低风险
641,0,0,低风险
312,0,9284,低风险
311,0,488,低风险
304,0,9585,低风险
210,0,1759,低风险
30,0,0,低风险
202,0,1320,低风险
147,0,3253,低风险
1339,2,334,低风险
300,0,1444,低风险
165,0,14328,低风险
147,871,105,低风险
251,0,388,低风险
250,0,293,低风险
321,0,14779,低风险
1415,3,364,低风险
239,0,1471,低风险
289,0,4080,低风险
303,0,2495,低风险
1629,0,331,低风险
35,0,130,低风险
284,0,765,低风险
226,0,1301,低风险
305,0,726,低风险
314,0,575,低风险
331,0,1271,低风险
249,0,484,低风险
501760,0,0,低风险
207,0,5593,低风险
45,0,45,低风险
262,0,4165,低风险
220,0,9768,低风险
230,0,1606,低风险
33,0,88,低风险
105,0,146,低风险
324,0,9572,低风险
218,0,1791,低风险
68,0,0,低风险
0,0,0,低风险
208,0,2324,低风险
370,0,468,低风险
105,7,2138,低风险
0,0,0,低风险
46,0,136,低风险
0,0,0,低风险
225,0,2445,低风险
266,0,1639,低风险
1113,3,370,低风险
230,0,559,低风险
313,0,930,低风险
42,0,42,低风险
197,0,777,低风险
679,0,327,低风险
0,0,0,低风险
193,0,2969,低风险
146,1864,105,低风险
326,0,188,低风险
35,0,91,低风险
43,0,129,低风险
1052,0,284,低风险
1616,0,501,低风险
45,0,118,低风险
301,0,11689,低风险
70,0,0,低风险
0,0,0,低风险
0,0,0,低风险
276,0,10861,低风险
211,0,564,低风险
8769,0,369,低风险
299,0,392,低风险
43,0,43,低风险
217,0,312,低风险
48,0,48,低风险
302,0,561,低风险
34,0,0,低风险
323,0,3581,低风险
951,5,330,低风险
297,0,2762,低风险
30,0,0,低风险
147,1985,105,低风险
234,20,769,低风险
145,1730,105,低风险
0,0,0,低风险
34,0,34,低风险
105,0,147,低风险
1489,0,475,低风险
232,0,2042,低风险
300,0,1466,低风险
255,0,310,低风险
241,0,389,低风险
224,0,688,低风险
516,0,4,低风险
186,0,14609,低风险
45,0,72,低风险
2165,0,388,低风险
59,0,0,低风险
43,0,132,低风险
332,0,749,低风险
298,0,1609,低风险
715,0,329,低风险
233,0,2943,低风险
147,525,105,低风险
211,0,811,低风险
200,0,337,低风险
118,40,6401,低风险
327,0,270,低风险
187,0,14664,低风险
183,0,5080,低风险
340,0,414,低风险
780,50,1593580,低风险
299,0,2282,低风险
11,0,0,低风险
1085,0,331,低风险
1162,0,333,低风险
194,0,1654,低风险
370,0,837,低风险
195,0,622,低风险
260,0,11512,低风险
235,0,2523,低风险
300,0,760,低风险
45,0,77,低风险
164,0,430,低风险
232,0,1075,低风险
303,0,1783,低风险
220,0,391,低风险
44,0,137,低风险
129,0,45,低风险
187,0,21002,低风险
43,0,125,低风险
224,0,4073,低风险
298,0,356,低风险
328,0,788,低风险
147,7580,105,低风险
284,0,1410,低风险
264,0,19085,低风险
218,0,759,低风险
978,1,331,低风险
45,0,117,低风险
16115,0,0,低风险
88382,0,0,低风险
4539,0,0,低风险
209,0,2312,低风险
14052,0,0,低风险
727,0,327,低风险
292,0,1646,低风险
32,0,48,低风险
44,0,115,低风险
516,0,4,低风险
218,0,3089,低风险
251,0,173,低风险
341,0,5468,低风险
225,0,955,低风险
45,0,123,低风险
